Stagione,HomeTeam,AwayTeam,Quota_1,Quota_X,Quota_2
2015-2016,Juventus,Chievo,1.4,4.5,8.75
2015-2016,Fiorentina,Genoa,1.7,3.68,5.25
2015-2016,Frosinone,Roma,8.17,4.7,1.4
2015-2016,Atalanta,Frosinone,1.74,3.55,5.25
2015-2016,Carpi,Inter,6.13,3.8,1.59
2015-2016,Chievo,Lazio,3.63,3.25,2.15
2015-2016,Genoa,Verona,2.05,3.47,3.7
2015-2016,Napoli,Sampdoria,1.38,5.13,8.23
2015-2016,Torino,Fiorentina,2.5,3.15,3.03
2015-2016,Udinese,Palermo,2.28,3.28,3.3
2015-2016,Roma,Juventus,2.65,3.15,2.83
2015-2016,Milan,Empoli,1.62,3.87,5.75
2015-2016,Bologna,Sassuolo,2.71,3.18,2.75
2015-2016,Empoli,Chievo,2.23,3.17,3.43
2015-2016,Fiorentina,Milan,2.22,3.25,3.43
2015-2016,Frosinone,Torino,3.72,3.25,2.12
2015-2016,Palermo,Genoa,2.05,3.33,3.8
2015-2016,Sampdoria,Carpi,2.01,3.18,4.23
2015-2016,Sassuolo,Napoli,4.63,3.5,1.82
2015-2016,Juventus,Udinese,1.31,5.0,11.17
2015-2016,Lazio,Bologna,1.53,3.8,7.5
2015-2016,Verona,Roma,5.17,3.7,1.71
